Rank,Name,Franchise,basename,Genre,Platform,Publisher,Developer,Year,Random_Values,Estimated_Sales
20190,Flips: Artemis Fowl,Undefined Franchise,flips-artemis-fowl,Misc,DS,Electronic Arts,Electronic Arts,2009.0,0.8775666773229305,0.0
20191,Bluebeard's Castle,Undefined Franchise,bluebeards-castle,Puzzle,PC,Big Fish Games,Big Fish Games,2015.0,0.05332161765628218,0.0
20192,Ephemeral: Fantasy on Dark,Undefined Franchise,ephemeral-fantasy-on-dark,Adventure,PSV,Dramatic Create,Dramatic Create,2018.0,0.2577592877819658,0.0
20193,Star Wars: The Force Unleashed - Ultimate Sith Edition,Star Wars,star-wars-the-force-unleashed-ultimate-sith-edition,Action,PS3,LucasArts,LucasArts,2009.0,0.07665873485350261,0.0
20194,Ikamono Tantei: Ikatan,Undefined Franchise,ikamono-tantei-ikatan,Adventure,DS,CyberFront,Edge WORKS,2008.0,0.8021808974860867,0.0
20195,Uwasa no Midori-Kun!! 2 Futari no Midori!?,Undefined Franchise,uwasa-no-midori-kun-2-futari-no-midori,Adventure,DS,Idea Factory,Idea Factory,2008.0,0.71726421860681,0.0
20196,Spikeout: Battle Street,Undefined Franchise,spikeout-battle-street,Action,XB,Sega,Dimps Corporation / Amusement Vision,2005.0,0.2239225300859088,0.0
20197,Europa Universalis: Rome Gold,Undefined Franchise,europa-universalis-rome-gold,Strategy,PC,Paradox Interactive,Paradox Interactive,2009.0,0.07460004814980958,0.0
20198,Flips: Cathy Cassidy,Undefined Franchise,flips-cathy-cassidy,Misc,DS,Electronic Arts,Electronic Arts,2009.0,0.015789918037635964,0.0
20199,Food Coach: Healthy Living Made Easy,Undefined Franchise,food-coach-healthy-living-made-easy,Misc,DS,Zushi Games,Zushi Games,2010.0,0.638434166065571,0.0
20200,"Gokuhou!! Mecha Mote Iinchou: Mecha Mote Days, Hajime Masuwa!",Undefined Franchise," hajime masuwa""",Simulation,DS,Konami,Konami,2008.0,0.8936817174326668,0.0
20201,Hello Neighbor,Undefined Franchise,hello-neighbor,Action,PC,Gearbox Software,Dynamic Pixels,2017.0,0.08622071089029537,0.0
20202,Bookworm Adventures Deluxe,Undefined Franchise,bookworm-adventures-deluxe,Puzzle,PC,PopCap Games,PopCap,2006.0,0.582946868809348,0.0
20203,Picture Puzzle Collection: The Dutch Masters,Undefined Franchise,picture-puzzle-collection-the-dutch-masters,Misc,DS,,Most Wanted Entertainment,2020.0,0.7703477912092164,0.0
20204,WorldNeverland: Elnea Kingdom,Undefined Franchise,worldneverland-elnea-kingdom,Misc,NS,althi Inc.,althi Inc.,2018.0,0.060011684288879596,0.0
20205,Professional Farmer 2016,Undefined Franchise,professional-farmer-2016,Action,PS3,Namco Bandai Games,,2015.0,0.47879295371109787,0.0
20206,Azada: Ancient Magic,Undefined Franchise,azada-ancient-magic,Adventure,PC,Encore,Big Fish Games,2008.0,0.7532505799331234,0.0
20207,My Traffic X,Undefined Franchise,my-traffic-x,Simulation,PC,Aerosoft,Aerosoft,2007.0,0.6535690520201375,0.0
20208,Sorayume Portable,Undefined Franchise,sorayume-portable,Adventure,PSP,Takuyo,Takuyo,2009.0,0.9494963231960117,0.0
20209,Akogare Girls Collection: Suteki ni Nurse Days,Undefined Franchise,akogare-girls-collection-suteki-ni-nurse-days,Adventure,DS,Creative Core,Open Sesame,2009.0,0.9378563306310564,0.0
20210,High Heat Major League Baseball 2003,Undefined Franchise,high-heat-major-league-baseball-2003,Sports,GBA,3DO,Mobius Entertainment,2002.0,0.6487291565427536,0.0
20211,18 Wheels of Steel: Triple Pack,Undefined Franchise,18-wheels-of-steel-triple-pack,Racing,PC,,SCS Software,2011.0,0.6773989092092625,0.0
20212,Final Cut: Death on the Silver Screen,Undefined Franchise,final-cut-death-on-the-silver-screen,Puzzle,PC,Big Fish Games,Big Fish Games,2014.0,0.6416131367214635,0.0
20213,Imagine: Champion Rider,Imagine,imagine-champion-rider,Sports,PC,Ubisoft,Phoenix Interactive,2008.0,0.6850038554498127,0.0
20214,Jinsei Game Wii EX,Undefined Franchise,jinsei-game-wii-ex,Misc,Wii,Takara Tomy,Takara Tomy,2008.0,0.16996774085319566,0.0
20215,Shooter: Space Shot,Undefined Franchise,shooter-space-shot,Shooter,PS,Agetec,C.I.I.,2001.0,0.7758998607639758,0.0
20216,007 Legends,Undefined Franchise,007-legends,Shooter,PC,Activision,Eurocom,2012.0,0.635081095023942,0.0
20217,Yamasa Digi World SP: Pachi-Slot Sengoku Musou,Undefined Franchise,yamasa-digi-world-sp-pachi-slot-sengoku-musou,Misc,PS3,Yamasa Entertainment,Yamasa Entertainment,2007.0,0.353765464346639,0.0
20218,Last Half of Darkness: Tomb of Zojir,Undefined Franchise,last-half-of-darkness-tomb-of-zojir,Adventure,PC,Tri Synergy,WRF Studios,2009.0,0.62143428125989,0.0
20219,Nari Kids Park: Kaitou Sentai Lupinranger Vs. Keisatsu Sentai Patoranger,Undefined Franchise,nari-kids-park-kaitou-sentai-lupinranger-vs-keisatsu-sentai-patoranger,Action,NS,Bandai Namco Games,Bandai Namco Games,2018.0,0.41332710350034085,0.0
20220,Seven Days: Anata to Sugosu Nanokakan,Undefined Franchise,seven-days-anata-to-sugosu-nanokakan,Visual Novel,PSV,Prototype,Prototype,2018.0,0.8750485719052497,0.0
20221,Toki Tori 2+,Undefined Franchise,toki-tori-2,Puzzle,PS4,Soedesco,Two Tribes,2016.0,0.8827684746893046,0.0
20222,Agassi Tennis Generation 2002,Undefined Franchise,agassi-tennis-generation-2002,Sports,GBA,DreamCatcher Interactive,Aqua Pacific,2003.0,0.8865143817848156,0.0
20223,Hearts of Iron Anthology,Undefined Franchise,hearts-of-iron-anthology,Strategy,PC,Paradox Interactive,Paradox Interactive,2007.0,0.11240036232014416,0.0
20224,Pri-Saga! Portable,Undefined Franchise,pri-saga-portable,Adventure,PSP,Abel,Abel Software,2009.0,0.6849960432204691,0.0
20225,Telly Addicts,Undefined Franchise,telly-addicts,Misc,DS,Ubisoft,Ubisoft,2007.0,0.6837292078894889,0.0
20226,Luxor: The King's Collection,Undefined Franchise,luxor-the-kings-collection,Puzzle,PC,Mumbo Jumbo,MumboJumbo,2008.0,0.18846933139076238,0.0
20227,Liberation Maiden SIN,Undefined Franchise,liberation-maiden-sin,Visual Novel,PSV,5pb,5pb. Inc.,2014.0,0.949768268332597,0.0
20228,Mortimer Beckett and the Secrets of Spooky Manor,Undefined Franchise,mortimer-beckett-and-the-secrets-of-spooky-manor,Puzzle,PC,Mumbo Jumbo,Paprikari,2008.0,0.029121108938662377,0.0
20229,Clever Kids: Creepy Crawlies,Undefined Franchise,clever-kids-creepy-crawlies,Action,Wii,Midas Interactive Entertainment,Midas Interactive Entertainment,2009.0,0.9687498064903864,0.0
20230,Hayarigami DS: Toshidensetsu Kaii Jiken,Undefined Franchise,hayarigami-ds-toshidensetsu-kaii-jiken,Adventure,DS,Nippon Ichi Software,Nippon Ichi Software,2009.0,0.6519798846971383,0.0
20231,Battlefield: Bad Company 2 Ultimate Edition,Battlefield,battlefield-bad-company-2-ultimate-edition,Shooter,X360,Electronic Arts,EA Digital Illusions CE,2010.0,0.8666209750701156,0.0
20232,Artifacts of the Past Ancient Mysteries,Undefined Franchise,artifacts-of-the-past-ancient-mysteries,Puzzle,PC,Big Fish Games,Big Fish Games,2015.0,0.6341396505666127,0.0
20233,Durarara!! 3way Standoff: Alley,Undefined Franchise,durarara-3way-standoff-alley,Misc,PSV,Kadokawa Shoten,Kadokawa Games,2014.0,0.7164191614346564,0.0
20234,This is the Police,Undefined Franchise,this-is-the-police,Simulation,NS,THQ Nordic,Weappy Studio,2017.0,0.1412470482797511,0.0
20235,Daisenryaku VII Exceed,Undefined Franchise,daisenryaku-vii-exceed,Strategy,PSP,System Soft,SystemSoft Alpha,2008.0,0.9142509010364531,0.0
20236,Puzzle Kingdoms,Undefined Franchise,puzzle-kingdoms,Puzzle,PC,Zoo Digital Publishing,Infinite Interactive,2009.0,0.96506822144492,0.0
20237,Dark,Undefined Franchise,dark,Platform,XBL,,Andrew Russell,2009.0,0.6605672183564429,0.0
20238,Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,Undefined Franchise,gendai-daisenryaku-isshoku-sokuhatsu-gunji-balance-houkai,Simulation,PSP,System Soft,System Soft,2009.0,0.9465677796947986,0.0
20239,Hello Pocoyo!,Undefined Franchise,hello-pocoyo,Adventure,DS,Virgin Play,Zinkia Entertainment,2008.0,0.47180057784941687,0.0
20240,RC de GO!,Undefined Franchise,rc-de-go,Racing,PS,Acclaim Entertainment,Taito Corporation,2001.0,0.032371096977539815,0.0
20241,Disney Princess: My Fairytale Adventure,Undefined Franchise,disney-princess-my-fairytale-adventure,Action,Wii,Disney Interactive Studios,,2012.0,0.10858432214841385,0.0
20242,Flips: Percy Jackson,Undefined Franchise,flips-percy-jackson,Misc,DS,Electronic Arts,Electronic Arts,2010.0,0.7902447537253469,0.0
20243,Starry Sky: Summer Stories,Undefined Franchise,starry-sky-summer-stories,Adventure,PSV,honeybee,honeybee,2017.0,0.43758466981877775,0.0
20244,Pro Cycling Manager 2018,Undefined Franchise,pro-cycling-manager-2018,Simulation,PC,Focus Home Interactive,Cyanide Studio,2018.0,0.24962844115984906,0.0
20245,Hajime no Ippo: The Fighting! DS,Undefined Franchise,hajime-no-ippo-the-fighting-ds,Fighting,DS,D3 Publisher,ESP Software,2008.0,0.6291135313154451,0.0
20246,Farming 2017 - The Simulation,Undefined Franchise,farming-2017-the-simulation,Simulation,XOne,UIG Entertainment,UIG Entertainment,2016.0,0.666702416462369,0.0
20247,Danny Phantom: Urban Jungle,Undefined Franchise,danny-phantom-urban-jungle,Action,GBA,THQ,THQ,2006.0,0.6473926667975124,0.0
20248,Falling Skies: The Game,Undefined Franchise,falling-skies-the-game,Role-Playing,X360,Little Orbit,Little Orbit,2016.0,0.053216766263292414,0.0
20249,Kung Fu Panda: Showdown of Legendary Legends,Undefined Franchise,kung-fu-panda-showdown-of-legendary-legends,Action,WiiU,Little Orbit,Little Orbit,2015.0,0.1275318320945562,0.0
20250,Xyanide,Undefined Franchise,xyanide,Shooter,XB,Playlogic Game Factory,Playlogic,2006.0,0.6115765091373493,0.0
20251,Raven's Cry,Undefined Franchise,ravens-cry,Role-Playing,PC,TopWare Interactive,Reality Pump Studios,2015.0,0.3932749950293495,0.0
20252,Metal Gear Solid,Metal Gear,metal-gear-solid,Action,PSN,Konami,Konami Computer Entertainment Japan,2009.0,0.19883540940809907,0.0
20253,The Elder Scrolls III: Morrowind Game of the Year Edition,The Elder Scrolls,the-elder-scrolls-iii-morrowind-game-of-the-year-edition,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks,2003.0,0.10380944852326102,0.0
20254,"Nora, Princess, and Stray Cat",Undefined Franchise, princess,Visual Novel,NS,Harukaze,Harukaze,2018.0,0.9594158911202343,0.0
20255,Star Wars: Galactic Battlegrounds,Star Wars,star-wars-galactic-battlegrounds,Strategy,PC,LucasArts,Ensemble Studios,2001.0,0.4027269992827439,0.0
20256,The Amazing Spider-Man (2012),Spider-Man,the-amazing-spider-man-2012,Action-Adventure,PSV,Activision,Beenox,2013.0,0.30993841066670014,0.0
20257,Age of Conan: Hyborian Adventures,Undefined Franchise,age-of-conan-hyborian-adventures,Role-Playing,PC,Eidos Interactive,Funcom,2008.0,0.033385824658140884,0.0
20258,Championship Manager 2007,Undefined Franchise,championship-manager-2007,Sports,PC,Eidos Interactive,Beautiful Game Studios,2006.0,0.5814644213119158,0.0
20259,International Cricket Captain III,Undefined Franchise,international-cricket-captain-iii,Sports,PSP,Empire Interactive,Atomic Planet Entertainment,2007.0,0.7197159629339924,0.0
20260,Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu - Tokyo - Nanki Shirahama Renzoku Satsujin Jiken,Undefined Franchise,nishimura-kyoutarou-travel-mystery-akugyaku-no-kisetsu-tokyo-nanki-shirahama-renzoku-satsujin-jiken,Adventure,PSP,Marvelous Interactive,Marvelous Interactive,2009.0,0.23836614890528407,0.0
20261,Azada,Undefined Franchise,azada,Adventure,PC,Encore,Big Fish Games,2007.0,0.36945107843081637,0.0
20262,Memories Off: Innocent File,Undefined Franchise,memories-off-innocent-file,Visual Novel,NS,5pb,5pb. Games,2018.0,0.5772723759114611,0.0
20263,Shadow Warrior,Undefined Franchise,shadow-warrior,Shooter,PC,GT Interactive,3D Realms,1997.0,0.3052178694048162,0.0
20264,We Dare: Flirty Fun For All,Undefined Franchise,we-dare-flirty-fun-for-all,Misc,Wii,Ubisoft,Ubisoft Milan,2011.0,0.8250027485705672,0.0
20265,King's Quest Collection,Undefined Franchise,kings-quest-collection,Adventure,PC,Vivendi Games,Sierra Entertainment,2006.0,0.7560791498267935,0.0
20266,Madagascar 3: The Video Game,Undefined Franchise,madagascar-3-the-video-game,Misc,X360,D3Publisher,,2012.0,0.16256680326598583,0.0
20267,Enkan no Memoria: Kakera Tomoshi,Undefined Franchise,enkan-no-memoria-kakera-tomoshi,Visual Novel,PSV,Dramatic Create,A'sRing,2018.0,0.6687268783851312,0.0
20268,Sonic & All-Stars Racing Transformed,Undefined Franchise,sonic-amp-all-stars-racing-transformed,Misc,3DS,Sega,,2013.0,0.010605335449439868,0.0
20269,Island,Undefined Franchise,island,Adventure,PS4,Prototype,Prototype,2018.0,0.5186015000280614,0.0
20270,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri,Undefined Franchise,daisenryaku-dai-toua-kouboushi-tora-tora-tora-ware-kishuu-ni-seikou-seri,Strategy,PSP,System Soft,System Soft,2008.0,0.2960160712054698,0.0
20271,Grim Legends: The Forsaken Bride,Undefined Franchise,grim-legends-the-forsaken-bride,Puzzle,PC,Avanquest Software,Artifex Mundi,2015.0,0.7409730014958859,0.0
20272,Kaite Oboeru: Dora-Gana,Undefined Franchise,kaite-oboeru-dora-gana,Misc,DS,Sega,Sega,2008.0,0.7110749993705137,0.0
20273,Kung Fu Panda: Showdown of Legendary Legends,Undefined Franchise,kung-fu-panda-showdown-of-legendary-legends,Action,XOne,Little Orbit,Little Orbit,2015.0,0.5662085482473175,0.0
20274,Rhythm 'n Notes: Improve Your Music Skills,Undefined Franchise,rhythm-n-notes-improve-your-music-skills,Misc,DS,Agetec,Success,2007.0,0.6782963359151357,0.0
20275,Twin Sector,Undefined Franchise,twin-sector,Action,PC,Headup Games,DNS Development,2010.0,0.895446494741628,0.0
20276,Pure (JP sales),Undefined Franchise,pure-jp-sales,Racing,PS3,Disney Interactive Studios,Black Rock Studio,2009.0,0.687768616303827,0.0
20277,Train Simulator 2015,Undefined Franchise,train-simulator-2015,Action,PC,,,2014.0,0.8216700033123078,0.0
20278,Xbox Live Arcade,Undefined Franchise,xbox-live-arcade,Misc,XB,Microsoft,Microsoft,2004.0,0.14009986192438728,0.0
20279,Agatha Christie: Murder on the Orient Express,Undefined Franchise,agatha-christie-murder-on-the-orient-express,Adventure,PC,The Adventure Company,AWE Games,2006.0,0.31947920255905693,0.0
20280,American McGee's Alice,Undefined Franchise,american-mcgees-alice,Action,PC,Electronic Arts,Rogue Entertainment,2000.0,0.6071064391979226,0.0
20281,Franklin's Great Adventures,Undefined Franchise,franklins-great-adventures,Action,GBA,Game Factory,Neko Entertainment,2006.0,0.007930345422064944,0.0
20282,Hachi-One Diver DS,Undefined Franchise,hachi-one-diver-ds,Adventure,DS,SilverStar,SilverStar Japan,2009.0,0.9402122141454626,0.0
20283,Breath: Toiki wa Akaneiro,Undefined Franchise,breath-toiki-wa-akaneiro,Adventure,DS,Success,Success,2008.0,0.8737511892174148,0.0
20284,Final Fantasy XI: The Vana'diel Collection,Final Fantasy,final-fantasy-xi-the-vanadiel-collection,Role-Playing,X360,Square Enix,Square Enix,2007.0,0.9015569408284421,0.0
20285,Age of Pirates 2: City of Abandoned Ships,Undefined Franchise,age-of-pirates-2-city-of-abandoned-ships,Role-Playing,PC,Playlogic Game Factory,Akella,2009.0,0.8900677208471386,0.0
20286,Mortal Kombat Advance,Mortal Kombat,mortal-kombat-advance,Fighting,GBA,Midway Games,Virtucraft,2001.0,0.8254528964869049,0.0
20287,Saikin Koishiteru?,Undefined Franchise,saikin-koishiteru,Adventure,DS,D3 Publisher,Microvision,2009.0,0.7992927233738298,0.0
20288,The Godfather,Undefined Franchise,the-godfather,Action,PC,Electronic Arts,Headgate,2006.0,0.7688512136234948,0.0
20289,Driving Theory Training 2009/2010 Edition,Undefined Franchise,driving-theory-training-2009,Misc,DS,Atari,Anuman Interactive,2009.0,0.08817208892785633,0.0
20290,Tiny Token Empires,Undefined Franchise,tiny-token-empires,Strategy,PC,THQ,BiP media,2011.0,0.5999268741445137,0.0
20291,Magical Zunou Power!!,Undefined Franchise,magical-zunou-power,Action,DS,D3 Publisher,D3 Publisher,2008.0,0.7950039755485787,0.0
20292,Raven's Cry,Undefined Franchise,ravens-cry,Role-Playing,PS3,TopWare Interactive,Reality Pump Studios,2015.0,0.9481115186078167,0.0
20293,Sakai Burai Kaiji: Death or Survival,Undefined Franchise,sakai-burai-kaiji-death-or-survival,Adventure,DS,Compile Heart,Compile Heart,2008.0,0.6658925920223966,0.0
20294,Strike Force Hydra,Undefined Franchise,strike-force-hydra,Shooter,GBA,AIA,Awesome Developments,2004.0,0.5289265005413325,0.0
20295,Dungeons 2,Undefined Franchise,dungeons-2,Role-Playing,PC,Kalypso Media,Realmforge Studios,2015.0,0.8837372484621043,0.0
20296,LEGO Island 2: The Brickster's Revenge,Undefined Franchise,lego-island-2-the-bricksters-revenge,Adventure,GBA,LEGO Media,Silicon Dreams,2001.0,0.44345208290926175,0.0
20297,ScreamRide,Undefined Franchise,screamride,Simulation,X360,Microsoft Studios,Frontier Developments,2015.0,0.44408747678200267,0.0
20298,The Hidden Mystery Collectives: Mystic Diary 1 & 2,Undefined Franchise,the-hidden-mystery-collectives-mystic-diary-1-amp-2,Puzzle,PC,,Big Fish Games,2011.0,0.2223062606668642,0.0
20299,Deception IV: The Nightmare Princess,Undefined Franchise,deception-iv-the-nightmare-princess,Action,PS4,Tecmo Koei,Koei Tecmo Games,2015.0,0.4274211204001651,0.0
20300,Dokapon: Monster Hunter,Monster Hunter,dokapon-monster-hunter,Role-Playing,GBA,AIA,"Asmik Ace Entertainment, Inc",2001.0,0.5176113399472101,0.0
20301,ArmA: Gold,Undefined Franchise,arma-gold,Strategy,PC,Atari,Atari,2008.0,0.5639170530453645,0.0
20302,Shrek Smash n' Crash Racing,Undefined Franchise,shrek-smash-n-crash-racing,Racing,DS,Activision,Torus Games,2007.0,0.013585054829252097,0.0
20303,World Snooker Championship: Season 2007-08,Undefined Franchise,world-snooker-championship-season-2007-08,Sports,DS,Blade Interactive,Blade Interactive,2007.0,0.15385011340941057,0.0
20304,Jungle Party,Undefined Franchise,jungle-party,Misc,PSP,Sony Computer Entertainment,SCEE,2010.0,0.9833891157495018,0.0
20305,Ora ga Omae o Mamoru,Undefined Franchise,ora-ga-omae-o-mamoru,Platform,DS,Idea Factory,Vingt-et-un Systems,2009.0,0.5761528908163337,0.0
20306,Antz Extreme Racing,Undefined Franchise,antz-extreme-racing,Racing,GBA,Empire Interactive,Magic Pockets,2002.0,0.12862284216598752,0.0
20307,Mystery P.I.: The Lottery Ticket,Undefined Franchise,mystery-pi-the-lottery-ticket,Puzzle,PC,PopCap Games,SpinTop Games,2007.0,0.2990827852520679,0.0
20308,Fallout 2,Fallout,fallout-2,Role-Playing,PC,Interplay,Black Isle Studios,1998.0,0.06231387949734479,0.0
20309,PC Engine Best Collection: Soldier Collection,Undefined Franchise,pc-engine-best-collection-soldier-collection,Shooter,PSP,Hudson Soft,Hudson Soft,2008.0,0.8189724093771173,0.0
20310,Dungeon Siege,Undefined Franchise,dungeon-siege,Role-Playing,PC,Microsoft,Gas Powered Games,2002.0,0.9736165982321063,0.0
20311,NBA Live 08,NBA Live,nba-live-08,Sports,PC,EA Sports,EA Canada,2007.0,0.6803690450743527,0.0
20312,The Lost Crown: A Ghost-hunting Adventure,Undefined Franchise,the-lost-crown-a-ghost-hunting-adventure,Adventure,PC,Got Game Entertainment,Darkling Room,2008.0,0.7840703401665059,0.0
20313,Winning Post World,Undefined Franchise,winning-post-world,Sports,Wii,KOEI,Koei,2009.0,0.6945620870818628,0.0
20314,From Dust,Undefined Franchise,from-dust,Adventure,PC,Ubisoft,Ubisoft Montpellier,2011.0,0.7590553434714661,0.0
20315,GamesAid: Triple Pack,Undefined Franchise,gamesaid-triple-pack,Misc,PS3,Mastertronic,Various,2010.0,0.41212011798080794,0.0
20316,"Warhammer 40,000: Dawn of War - Dark Crusade",Undefined Franchise,"000 dawn of war - dark crusade""",Strategy,PC,THQ,Relic,2006.0,0.36404577420640416,0.0
20317,WSC REAL 08: World Snooker Championship,Undefined Franchise,wsc-real-08-world-snooker-championship,Sports,Wii,Koch Media,Blade Interactive,2008.0,0.010457359183649317,0.0
20318,Bloodbath,Undefined Franchise,bloodbath,Action,PS3,United Developers,Freedom Factory Studios,2014.0,0.06284821036485788,0.0
20319,Bratz: Super Babyz,Undefined Franchise,bratz-super-babyz,Action,PC,THQ,Creat Studios,2008.0,0.8750166972679437,0.0
20320,Memories Off 6: T-Wave,Undefined Franchise,memories-off-6-t-wave,Adventure,X360,5pb,5pb. Games,2009.0,0.5006485104440354,0.0
20321,The Koala Brothers: Outback Adventures,Undefined Franchise,the-koala-brothers-outback-adventures,Action,GBA,Game Factory,Sirius Games,2006.0,0.9479650608658936,0.0
20322,John Daly's ProStroke Golf,Undefined Franchise,john-dalys-prostroke-golf,Sports,PC,O-Games,Gusto Games,2010.0,0.8658794926702305,0.0
20323,Mount & Blade: With Fire & Sword,Undefined Franchise,mount-amp-blade-with-fire-amp-sword,Role-Playing,PC,Paradox Interactive,Snowberry Connection and Sich Studio,2011.0,0.9254341575467281,0.0
20324,Pokemon Rumble U,Pokemon,pokemon-rumble-u,Action,WiiU,Nintendo,Ambrella,2013.0,0.3823287060323598,0.0
20325,The Incredible Hulk,Undefined Franchise,the-incredible-hulk,Action,PC,Sega,Edge of Reality,2008.0,0.15226431493449522,0.0
20326,Thief: Deadly Shadows,Undefined Franchise,thief-deadly-shadows,Misc,PC,Eidos Interactive,Ion Storm,2005.0,0.3310017211743945,0.0
20327,Tonari ni Kanojo no Iru Shiawase: Winter Guest,Undefined Franchise,tonari-ni-kanojo-no-iru-shiawase-winter-guest,Adventure,PS4,Entergram,Entergram,2018.0,0.5272638620040372,0.0
20328,Hitsuji Kunnara Kiss Shite Ageru *,Undefined Franchise,hitsuji-kunnara-kiss-shite-ageru-,Adventure,PSP,CyberFront,CyberFront,2009.0,0.4387217618491942,0.0
20329,The Three Stooges,Undefined Franchise,the-three-stooges,Action,GBA,Metro 3D,Cinemaware,2002.0,0.6648051799211145,0.0
20330,My French Coach Level 2,Undefined Franchise,my-french-coach-level-2,Misc,DS,Ubisoft,Sensory Sweep Studios,2007.0,0.7068977000297197,0.0
20331,Racing Team Manager,Undefined Franchise,racing-team-manager,Racing,PC,Kalypso,Kalypso Media,2008.0,0.5652876102145316,0.0
20332,Diva Girls: Diva Dancers,Undefined Franchise,diva-girls-diva-dancers,Misc,DS,505 Games,505 Games,2009.0,0.3201045317599628,0.0
20333,Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,Undefined Franchise,rika-chan-ds-motto-onna-no-ko-lesson-oshare-oshigoto-otetsudai-daisuki,Misc,DS,Takara Tomy,Takara Tomy,2009.0,0.14096468297794584,0.0
20334,Adventure Time: The Secret of the Nameless Kingdom,Undefined Franchise,adventure-time-the-secret-of-the-nameless-kingdom,Adventure,PS3,Little Orbit,WayForward Technologies,2014.0,0.7616060859136715,0.0
20335,Funfair Party Games,Undefined Franchise,funfair-party-games,Misc,3DS,,,2013.0,0.6836335981263165,0.0
20336,Jazz Jackrabbit,Undefined Franchise,jazz-jackrabbit,Action,GBA,Jaleco,Game Titan,2003.0,0.6216957707399948,0.0
20337,Flips: Too Ghoul for School,Undefined Franchise,flips-too-ghoul-for-school,Misc,DS,Electronic Arts,Electronic Arts,2009.0,0.1872565379813158,0.0
20338,Hooligans,Undefined Franchise,hooligans,Strategy,PC,Hip Interactive,Darxabre,2002.0,0.6636656296739912,0.0
20339,Until Dawn,Undefined Franchise,until-dawn,Misc,PS3,Sony Computer Entertainment America,Supermassive Games Ltd.,2014.0,0.35991068058133524,0.0
20340,Championship Manager 2006,Undefined Franchise,championship-manager-2006,Sports,PC,Eidos Interactive,Beautiful Game Studios,2006.0,0.6552593502534371,0.0
20341,Jewel Time Deluxe,Undefined Franchise,jewel-time-deluxe,Puzzle,PC,O-Games,O Games,2011.0,0.13968753135956113,0.0
20342,Scooby-Doo 2: Monsters Unleashed,Undefined Franchise,scooby-doo-2-monsters-unleashed,Action,PC,THQ,THQ,2004.0,0.01746969723146452,0.0
20343,Capcom Classics Mini Mix,Undefined Franchise,capcom-classics-mini-mix,Misc,GBA,Capcom,Capcom,2006.0,0.44651280223668943,0.0
20344,Diabolik: The Original Sin,Undefined Franchise,diabolik-the-original-sin,Adventure,DS,Black Bean Games,Artematica Entertainment,2009.0,0.8773076515394568,0.0
20345,Lara Croft Tomb Raider: The Angel of Darkness,Tomb Raider,lara-croft-tomb-raider-the-angel-of-darkness,Action,PC,Eidos Interactive,Core Design Ltd.,2003.0,0.9924532057260007,0.0
20346,Snoopy DS: Snoopy to Nakama Tachi ni Ai ni Ikou!,Undefined Franchise,snoopy-ds-snoopy-to-nakama-tachi-ni-ai-ni-ikou,Action,DS,Square Enix,Square Enix,2008.0,0.6388384336210111,0.0
20347,Ford Bold Moves Street Racing,Undefined Franchise,ford-bold-moves-street-racing,Racing,PS2,Eidos Interactive,Razorworks Studios,2006.0,0.7715082115611346,0.0
20348,Youda Farmer,Undefined Franchise,youda-farmer,Puzzle,DS,Foreign Media Games,Youda Games,2010.0,0.8074826274164221,0.0
20349,Call of Atlantis,Undefined Franchise,call-of-atlantis,Puzzle,DS,,Foreign Media Games,2020.0,0.6301066147245143,0.0
20350,Driv3r,Undefined Franchise,driv3r,Racing,PC,Atari,Reflections Interactive,2005.0,0.8831990806348563,0.0
20351,Mr Bean,Undefined Franchise,mr-bean,Platform,DS,Blast! Entertainment Ltd,Blast! Entertainment Ltd,2008.0,0.5510617993563915,0.0
20352,Thrillville: Off the Rails,Undefined Franchise,thrillville-off-the-rails,Strategy,PC,LucasArts,Frontier Developments,2007.0,0.5288847811154549,0.0
20353,World Snooker Championship 2005,Undefined Franchise,world-snooker-championship-2005,Sports,PC,Sega,Blade Interactive,2005.0,0.4495089442725705,0.0
20354,Another Time Another Leaf: Kagami no Naka no Tantei,Undefined Franchise,another-time-another-leaf-kagami-no-naka-no-tantei,Adventure,DS,Arc System Works,Killaware,2009.0,0.575137505440957,0.0
20355,Ben 10 Omniverse 2,Undefined Franchise,ben-10-omniverse-2,Fighting,Wii,D3 Publisher,High Voltage Software,2013.0,0.4571355279994257,0.0
20356,Bridge Training,Undefined Franchise,bridge-training,Misc,DS,Atari,Atari,2009.0,0.22674655463873616,0.0
20357,Defender of the Crown,Undefined Franchise,defender-of-the-crown,Strategy,GBA,Metro 3D,Crawfish Interactive,2002.0,0.6255717201022121,0.0
20358,Postman Pat,Undefined Franchise,postman-pat,Adventure,DS,Blast! Entertainment Ltd,The Code Monkeys,2008.0,0.8314637769544512,0.0
20359,The Hobbit,Undefined Franchise,the-hobbit,Adventure,PC,Sierra Entertainment,Midway Studios - Austin,2003.0,0.5350607859179598,0.0
20360,Days of Thunder: NASCAR Edition,Undefined Franchise,days-of-thunder-nascar-edition,Racing,PS3,505 Games,Piranha Games,2011.0,0.29789224394539715,0.0
