,Year,Franchise,Genre,Platform,Publisher,Developer
2177,2014,Undefined Franchise,Misc,PC,nan,nan
2178,2004,Undefined Franchise,Racing,PC,Codemasters,Codemasters
2179,1998,Undefined Franchise,Role-Playing,PC,Interplay,BioWare
2180,2010,Need for Speed,Racing,X360,Electronic Arts,Criterion Games
2181,1997,Mortal Kombat,Fighting,N64,Midway Games,Avalanche Software
2182,2005,Undefined Franchise,Racing,XB,THQ,Juice Games
2183,2012,Undefined Franchise,Misc,PSP,Compile Heart,nan
2184,2000,Undefined Franchise,Fighting,DC,Capcom,Capcom
2185,2008,Undefined Franchise,Shooter,PS2,Activision,Cauldron Ltd.
2186,2014,Undefined Franchise,Misc,PSV,Marvelous Interactive,Marvelous Interactive
2187,2010,Undefined Franchise,Adventure,PS2,Konami,Climax Group
2188,2010,Undefined Franchise,Action,X360,2K Games,Illusion Softworks
2189,1999,Undefined Franchise,Platform,PS,Working Designs,"Treasure Co., Ltd."
2190,2015,Undefined Franchise,Strategy,PC,Gearbox Software,Gearbox Software
2191,2005,Undefined Franchise,Adventure,PC,nan,07th Expansion
2192,2004,Undefined Franchise,Sports,XB,Atlus,Opus Studio
2193,2013,Megami Tensei,Role-Playing,3DS,Atlus,Atlus
2194,2016,Undefined Franchise,Adventure,PS4,04-Aug,nan
2195,2014,Undefined Franchise,Racing,PC,Milkstone Studios,Milkstone Studios S.L.
2196,2011,Tom Clancy's,Action,PSN,Ubisoft,Ubisoft
2197,2018,Undefined Franchise,Role-Playing,NS,Merge Games,Red Hook Studios
2198,2007,Undefined Franchise,Misc,DS,Activision,Farmind Ltd
2199,2015,Undefined Franchise,Racing,XOne,Bigben Interactive,Kylotonn Entertainment
2200,2009,Undefined Franchise,Adventure,DS,Ubisoft,Magic Pockets
2201,2016,Undefined Franchise,Adventure,PC,Spike Chunsoft,Spike Chunsoft
2202,2010,Undefined Franchise,Simulation,DS,Zoo Games,Collision Studios
2203,2017,Undefined Franchise,Role-Playing,3DS,Level 5,Level 5
2204,2018,Undefined Franchise,Racing,XOne,Milestone S.r.l.,Milestone S.r.l.
2205,2007,NBA 2K,Sports,PS3,2K Sports,Visual Concepts
2206,2009,Undefined Franchise,Strategy,PSP,System Soft,System Soft
2207,1999,Undefined Franchise,Strategy,PS,KOEI,Koei/Inis
2208,2015,Undefined Franchise,Puzzle,PC,04-Aug,Artifex Mundi
2209,2001,Undefined Franchise,Adventure,PS,THQ,ART Co.
2210,2008,Undefined Franchise,Action,PS2,D3 Publisher,Monkey Bar Games
2211,2008,Undefined Franchise,Simulation,DS,Ubisoft,Gameloft
2212,1997,Dynasty Warriors,Action,PS,KOEI,Omega Force
2213,2000,Undefined Franchise,Adventure,PC,Interplay,Shiny Entertainment
2214,2009,Undefined Franchise,Role-Playing,PS3,Nippon Ichi Software,Nippon Ichi Software
2215,2005,Undefined Franchise,Shooter,PS2,Evolved Games,Rebellion Developments
2216,2006,Undefined Franchise,Role-Playing,DS,Namco,Monolith Soft
2217,2012,Ratchet & Clank,Action,PS3,Sony Computer Entertainment,Insomniac Games
2218,2007,Undefined Franchise,Action,X360,THQ,Nihilistic Software
2219,2015,Undefined Franchise,Sports,PS3,Tru Blu Entertainment,Big Ant Studios
2220,2002,Undefined Franchise,Sports,GC,Infogrames,Humongous Entertainment
2221,2009,Undefined Franchise,Misc,DS,Aksys Games,Arc System Works
2222,2015,Undefined Franchise,Misc,XOne,Ubisoft,Ubisoft
2223,2012,Undefined Franchise,Role-Playing,PC,Electronic Arts,38 Studios
2224,2016,Undefined Franchise,Simulation,PC,Aerosoft,TML Studios
2225,2010,Undefined Franchise,Misc,Wii,Disney Interactive Studios,"Page 44 Studios, LLC"
2226,2010,Undefined Franchise,Puzzle,PC,2K Games,The Odd Gentlemen
2227,2012,Undefined Franchise,Misc,PSP,04-Aug,nan
2228,2009,Undefined Franchise,Misc,Wii,DreamCatcher Interactive,DreamCatcher Interactive
2229,2008,Undefined Franchise,Misc,DS,UFO Interactive,Starfish Inc.
2230,2009,Undefined Franchise,Adventure,DS,Namco Bandai,Banpresto
2231,2007,Final Fantasy,Role-Playing,PS2,Square Enix,Square Enix
2232,2006,Undefined Franchise,Adventure,GC,THQ,AWE Games
2233,2006,Undefined Franchise,Platform,XB,Activision,Edge of Reality
2234,2010,Undefined Franchise,Misc,PS3,Mastertronic,Various
2235,1996,Undefined Franchise,Shooter,PS,Interplay,High Voltage Software
2236,2015,Undefined Franchise,Music,3DS,Takara Tomy,Takara Tomy
2237,2006,Undefined Franchise,Racing,Wii,THQ,Rainbow Studios
2238,2006,Undefined Franchise,Strategy,PS2,LucasArts,Frontier Developments
2239,2009,Undefined Franchise,Adventure,DS,DreamCatcher Interactive,07th Expansion
2240,2001,Madden NFL,Sports,N64,EA Sports,07th Expansion
2241,2003,The Sims,Simulation,PC,Electronic Arts,Maxis
2242,2013,Undefined Franchise,Misc,PC,BlitWorks,Crackshell
2243,2016,Undefined Franchise,Role-Playing,PC,Paradox Interactive,Obsidian Entertainment
2244,2011,Undefined Franchise,Puzzle,3DS,Atlus,SunSoft
2245,1999,Undefined Franchise,Platform,N64,Activision,Traveller's Tales
2246,2009,Undefined Franchise,Puzzle,Wii,Zoo Digital Publishing,Blue Monkey Studios
2247,2009,Mario,Sports,Wii,Nintendo,Camelot Software Planning
2248,2008,Undefined Franchise,Role-Playing,DS,Creative Core,Creative Core
2249,2013,Undefined Franchise,Sports,PS3,EA Sports,EA Tiburon
2250,2016,Undefined Franchise,Racing,PC,PQube,Bigben Interactive
2251,2010,Undefined Franchise,Simulation,DS,Deep Silver,07th Expansion
2252,2008,Civilization,Strategy,X360,2K Games,Firaxis Games
2253,2011,Worms,Sports,PC,Team17 Software,Team17 Software
2254,2012,Undefined Franchise,Role-Playing,PSV,Level 5,Level 5
2255,2007,Undefined Franchise,Simulation,PC,Ubisoft,Ubisoft Romania
2256,2005,Undefined Franchise,Misc,XB,Tecmo,Tecmo
2257,2007,Undefined Franchise,Fighting,Wii,DSI Games,Nikitova Games
2258,2010,Gundam,Strategy,Wii,Namco Bandai,Bec
2259,2014,Undefined Franchise,Adventure,PC,Focus Home Interactive,Frogwares
2260,2014,Undefined Franchise,Adventure,PSV,Namco Bandai Games,Namco Bandai Games
2261,2006,Undefined Franchise,Action,DS,Bandai,Bandai Namco Games
2262,2014,Undefined Franchise,Misc,PSP,Idea Factory,nan
2263,2007,Undefined Franchise,Role-Playing,PS2,Namco Bandai,Bec
2264,2015,Undefined Franchise,Action,PS4,Tecmo Koei,Omega Force
2265,2009,Undefined Franchise,Fighting,X360,THQ,Yuke's Osaka
2266,2008,Tom Clancy's,Strategy,PS3,Ubisoft,Ubisoft Shanghai
2267,2001,Undefined Franchise,Strategy,PS,KOEI,Koei
2268,2001,Undefined Franchise,Platform,PS2,TDK Mediactive,Lucky Chicken Games
2269,2016,Final Fantasy,Role-Playing,PS4,Square Enix,Square Enix
2270,2008,Undefined Franchise,Role-Playing,PS2,Atlus,Sting
2271,2010,Megami Tensei,Role-Playing,PSP,Atlus,Atlus Co.
2272,2011,Undefined Franchise,Racing,Wii,nan,Brain in a Jar
2273,2010,Undefined Franchise,Misc,DS,04-Aug,07th Expansion
2274,2007,Dragon Ball,Fighting,PSP,Atari,Dimps Corporation
2275,2004,Undefined Franchise,Puzzle,GC,Sega,Sonic Team
2276,2005,Undefined Franchise,Role-Playing,PC,Atari,BioWare Corp.
2277,2010,Undefined Franchise,Sports,PS3,Activision,Now Production
2278,2008,Batman,Adventure,PC,Warner Bros. Interactive,Traveller's Tales
2279,2018,Undefined Franchise,Action,XOne,Koei Tecmo,Omega Force
2280,2015,Undefined Franchise,Role-Playing,PS4,NIS America,Nippon Ichi Software
2281,2013,Undefined Franchise,Action,WiiU,Tecmo Koei,Koei
2282,2011,Undefined Franchise,Misc,Wii,7G//AMES,07th Expansion
2283,2011,Undefined Franchise,Misc,DS,Rondomedia,Easy Interactive
2284,2005,Undefined Franchise,Action,PC,VU Games,VU Games
2285,2005,Undefined Franchise,Adventure,DS,Activision,Humagade
2286,2013,Undefined Franchise,Role-Playing,PS3,Atlus,Vanillaware
2287,1978,Undefined Franchise,Sports,2600,Atari,Atari
2288,2008,Undefined Franchise,Sports,PS2,Atari,Humongous Entertainment
2289,2015,Undefined Franchise,Action,PSV,D3Publisher,nan
2290,2018,Undefined Franchise,Action-Adventure,PS4,Microids,Microids
2291,2017,Undefined Franchise,Action,PS4,Sony Interactive Entertainment,Team Ninja
2292,2017,Undefined Franchise,Action,NS,Tecmo Koei,Gust
2293,2009,Undefined Franchise,Puzzle,DS,O-Games,Oxygen Interactive
2294,2011,Undefined Franchise,Racing,X360,Ubisoft,Ubisoft Reflections
2295,2013,Saints Row,Action,X360,Deep Silver,Volition Inc.
2296,2005,Undefined Franchise,Action,DS,Capcom,Clover Studio
2297,2007,Undefined Franchise,Adventure,DS,Sega,Shiny Entertainment
2298,2012,Undefined Franchise,Platform,PC,nan,07th Expansion
2299,1996,Undefined Franchise,Sports,SNES,Hudson Soft,Hudson Soft
2300,2017,Crash Bandicoot,Platform,PS4,Activision,Vicarious Visions
2301,2010,Undefined Franchise,Sports,Wii,Konami,Konami
2302,2001,Undefined Franchise,Sports,PS,Activision,Shaba Games
2303,2011,Undefined Franchise,Strategy,X360,D3 Publisher,D3
2304,2011,Undefined Franchise,Adventure,PSP,Idea Factory,Otomate
2305,2006,FIFA,Sports,XB,EA Sports BIG,EA Canada
2306,2008,Undefined Franchise,Strategy,Wii,Nintendo,Nintendo
2307,2009,Undefined Franchise,Sports,PS2,Activision,Activision
2308,2012,Undefined Franchise,Strategy,PC,04-Aug,07th Expansion
2309,2018,Undefined Franchise,Simulation,PC,04-Aug,07th Expansion
2310,2017,Undefined Franchise,Racing,PS4,THQ Nordic,2XL Games
2311,2011,Undefined Franchise,Role-Playing,PSP,Xseed Games,Nihon Falcom Corporation
2312,2002,Undefined Franchise,Racing,GBA,Infogrames,Crawfish Interactive
2313,2016,Undefined Franchise,Puzzle,XOne,Nighthawk Interactive,Nighthawk Interactive
2314,2011,Undefined Franchise,Adventure,PSP,Kadokawa Shoten,ASCII Media Works
2315,2015,Undefined Franchise,Action,PS4,Bethesda Softworks,Arkane Studios
2316,2004,Undefined Franchise,Shooter,XB,Gathering of Developers,Coyote Developments
2317,2009,Undefined Franchise,Racing,Wii,XS Games,Milestone
2318,2018,Undefined Franchise,Action-Adventure,PS4,Modus Games,The Balance Inc
2319,2011,Gundam,Action,PSP,Namco Bandai,Namco Bandai Games
2320,2011,Undefined Franchise,Misc,DS,THQ,THQ
2321,2003,Undefined Franchise,Simulation,XB,LucasArts,Totally Games
2322,1991,Undefined Franchise,Role-Playing,SNES,Kemco,Zoom Inc.
2323,1999,Undefined Franchise,Shooter,PS,Sony Computer Entertainment,Polyphony Digital
2324,1999,Undefined Franchise,Puzzle,PS,Sunsoft,SunSoft
2325,2009,Undefined Franchise,Sports,PS2,2K Sports,Visual Concepts
2326,2004,Undefined Franchise,Action,GC,Activision,Edge of Reality
2327,2004,Undefined Franchise,Misc,XB,Atari,Artech Studios
2328,1999,Tetris,Puzzle,PS,Atari,Blue Planet Software
2329,2007,Pro Evolution Soccer,Sports,PC,Konami,Konami Computer Entertainment Tokyo
2330,2017,Undefined Franchise,Adventure,XOne,Rockstar Games,Team Bondi
2331,2009,Undefined Franchise,Adventure,X360,5pb,Genterprise
2332,2012,Undefined Franchise,Misc,PSV,Warner Bros. Interactive Entertainment,TT Fusion
2333,2003,Undefined Franchise,Action,GBA,Konami,Konami
2334,2013,Undefined Franchise,Misc,PC,04-Aug,07th Expansion
2335,2014,Undefined Franchise,Adventure,PS3,Sega,Sega
2336,1999,Undefined Franchise,Shooter,N64,3DO,3DO
2337,1999,Undefined Franchise,Role-Playing,WS,Bandai,SquareSoft
2338,2012,Undefined Franchise,Fighting,3DS,Activision,Now Production
2339,2005,Undefined Franchise,Simulation,PS2,Banpresto,From Software
2340,2013,Undefined Franchise,Sports,PSP,Tecmo Koei,Tecmo Koei Games
2341,2003,Undefined Franchise,Misc,PS2,TDK Mediactive,Mass Media
2342,2005,Undefined Franchise,Sports,PSP,Sony Computer Entertainment,SCEE London Studio
2343,1982,Undefined Franchise,Action,2600,Mattel Interactive,Mattel
2344,2000,Undefined Franchise,Strategy,PC,Sierra Entertainment,07th Expansion
2345,2011,Undefined Franchise,Shooter,PC,nan,07th Expansion
2346,2015,Undefined Franchise,Sports,PSV,Bigben Interactive,EKO Software
2347,2012,Undefined Franchise,Role-Playing,PC,NCSoft,ArenaNet
2348,2005,Undefined Franchise,Racing,PS2,THQ,Juice Games
2349,2015,Undefined Franchise,Adventure,3DS,GameMill Entertainment,WayForward Technologies
2350,2002,Undefined Franchise,Misc,GBA,Universal Interactive,07th Expansion
2351,2001,Undefined Franchise,Racing,GBA,Conspiracy Entertainment,Takara
2352,2008,Undefined Franchise,Action,X360,Sega,Secret Level
2353,2012,Pro Evolution Soccer,Sports,PC,Konami Digital Entertainment,Konami
2354,2014,Undefined Franchise,Platform,Wii,Activision,Toys for Bob
2355,2011,Undefined Franchise,Shooter,PC,Wargaming.net,Wargaming.net
2356,2016,Batman,Adventure,XOne,Telltale Games,Telltale Games
2357,2014,Undefined Franchise,Adventure,PSV,Telltale Games,Telltale Games
2358,2008,Spider-Man,Action,DS,Activision,Griptonite Games
2359,2012,Undefined Franchise,Action,PC,Square Enix,IO Interactive
2360,2003,Undefined Franchise,Puzzle,PC,nan,Zachtronics Industries
2361,1997,Undefined Franchise,Action,PC,04-Aug,07th Expansion
2362,2007,Undefined Franchise,Racing,PS2,Capcom,Milestone S.r.l.
2363,1999,Undefined Franchise,Racing,PS,Square,SquareSoft
2364,2001,Undefined Franchise,Simulation,GBA,Tecmo,Tecmo
2365,2001,Undefined Franchise,Strategy,PC,Strategy First,GSC Game World
2366,2014,Undefined Franchise,Action,PC,04-Aug,07th Expansion
2367,2018,Undefined Franchise,Puzzle,XOne,Konami Digital Entertainment,HexaDrive
2368,2010,Undefined Franchise,Misc,Wii,Ubisoft,Longtail Studios
2369,2002,Undefined Franchise,Sports,PS2,Midway Games,Midway Games
2370,2006,Undefined Franchise,Action,PSP,Konami,Neverland
2371,2004,Undefined Franchise,Sports,PS2,Jaleco,Blade Interactive
2372,2003,Undefined Franchise,Action,GBA,"Destination Software, Inc",NA.P.S. Team SNC
2373,2011,Undefined Franchise,Action,X360,THQ,THQ
2374,2004,Undefined Franchise,Misc,XB,Ubisoft,Ubisoft
2375,2009,Undefined Franchise,Action,PC,Electronic Arts,Pandemic Studios
2376,2006,Undefined Franchise,Platform,GBA,Ubisoft,Ubisoft Montreal
2377,2004,Undefined Franchise,Sports,XB,Crave Entertainment,Lab Rats Games
2378,2008,Undefined Franchise,Sports,DS,2K Sports,Pam Development
2379,1996,Undefined Franchise,Racing,PS,EA Sports,Stormfront Studios
2380,2010,Undefined Franchise,Misc,X360,THQ,Big Ant Studios
2381,2008,Spider-Man,Action,Wii,Activision,Shaba Games / Treyarch
2382,2008,Undefined Franchise,Action,PS2,KOEI,Omega Force
2383,2010,Undefined Franchise,Strategy,PC,Nobilis,Enlight Software
2384,2005,Kirby,Platform,DS,Nintendo,HAL Laboratory
2385,2011,Undefined Franchise,Shooter,X360,Square Enix,Eidos Montreal
2386,2009,Undefined Franchise,Misc,PSP,PM Studios,Pentavision Entertainment
2387,2003,Undefined Franchise,Sports,PS2,Activision,Sand Grain Studios
2388,2005,Undefined Franchise,Action,XB,THQ,Cranky Pants Games
2389,2004,Half-Life,Shooter,PC,VU Games,Valve Software
2390,2010,Undefined Franchise,Strategy,PSP,CyberFront,Kogado Software Products
2391,2017,Undefined Franchise,Shooter,XOne,Rebellion Developments,Rebellion Developments
2392,2004,Final Fantasy,Role-Playing,PS2,Square Enix,Square Enix
2393,2006,Madden NFL,Sports,PSP,EA Sports,EA Tiburon
2394,2010,Undefined Franchise,Action,Wii,THQ,THQ
2395,2014,Undefined Franchise,Adventure,XOne,Focus Home Interactive,Frogwares
2396,2012,Resident Evil,Shooter,X360,Capcom,Slant Six Games
2397,2003,The Elder Scrolls,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks
2398,2012,Undefined Franchise,Action,X360,Warner Bros. Interactive Entertainment,Grasshopper Manufacture
2399,2007,Undefined Franchise,Misc,DS,Ubisoft,Sega
2400,2009,Undefined Franchise,Sports,X360,04-Aug,49Games
2401,2010,Undefined Franchise,Racing,Wii,THQ,THQ
2402,2017,Undefined Franchise,Strategy,3DS,NIS America,OmiyaSoft
2403,2011,Undefined Franchise,Action,Wii,Warner Bros. Interactive,Griptonite Games
2404,1995,Undefined Franchise,Role-Playing,SNES,ASCII Entertainment,07th Expansion
2405,2010,Undefined Franchise,Puzzle,PSP,Taito,Taito Corporation
2406,2008,Tom Clancy's,Strategy,DS,Ubisoft,Funatics Software
2407,2006,Undefined Franchise,Racing,PS2,Sega,Sumo Digital
2408,2009,Undefined Franchise,Racing,PS3,Ubisoft,Tigon
2409,2007,Undefined Franchise,Sports,PS2,2K Sports,Visual Concepts
2410,2009,Undefined Franchise,Action,PS2,D3 Publisher,High Voltage Software
2411,2019,Undefined Franchise,Visual Novel,PS4,Spike Chunsoft,5pb. Inc.
2412,2007,Undefined Franchise,Action,Wii,Activision,Amaze Entertainment
2413,2002,Undefined Franchise,Sports,XB,Midway Games,Point of View
2414,2012,Undefined Franchise,Adventure,PC,Daedalic Entertainment,Daedalic Entertainment
2415,2006,Undefined Franchise,Role-Playing,PC,Namco Bandai,InterServ International
2416,2007,Undefined Franchise,Platform,DS,D3 Publisher,Art
2417,2013,Undefined Franchise,Misc,PC,04-Aug,07th Expansion
2418,2007,Mario,Platform,Wii,Nintendo,Nintendo EAD Tokyo
2419,2011,Undefined Franchise,Puzzle,PC,Rising Star,Rising Star Games
2420,2010,Undefined Franchise,Sports,X360,O-Games,O-Games
2421,2009,Undefined Franchise,Action,DS,Midas Interactive Entertainment,Midas Interactive Entertainment
2422,2013,Dynasty Warriors,Misc,PS3,Tecmo Koei,Omega Force
2423,2010,Undefined Franchise,Puzzle,DS,Russel,Russel
2424,2011,Undefined Franchise,Action,Wii,Tecmo Koei,Omega Force
2425,2012,Undefined Franchise,Misc,DS,Namco Bandai Games,nan
2426,2006,Undefined Franchise,Misc,PSP,KOEI,iNiS
2427,2009,Undefined Franchise,Action,PSP,Capcom,Capcom
2428,2010,Undefined Franchise,Misc,PC,Electronic Arts,EA Bright Light
2429,2014,Batman,Action,PSV,Warner Bros. Interactive Entertainment,TT Fusion
2430,2011,Undefined Franchise,Simulation,3DS,Nintendo,Monster Games
2431,1998,Destiny,Role-Playing,PS,Namco,07th Expansion
2432,2003,Undefined Franchise,Sports,XB,3DO,3DO
2433,2006,Undefined Franchise,Strategy,PC,Microsoft Game Studios,Blue Fang Games
2434,2016,Undefined Franchise,Sports,PS4,Konami Digital Entertainment,Konami Digital Entertainment
2435,2005,Undefined Franchise,Misc,PS2,Namco,Digital Eclipse
2436,2009,Undefined Franchise,Simulation,Wii,Destineer,TechFront
2437,2005,Undefined Franchise,Shooter,DS,Mastiff,Taito Corporation
2438,2008,Undefined Franchise,Role-Playing,DS,Eidos Interactive,Backbone Entertainment
2439,2011,Undefined Franchise,Simulation,PC,04-Aug,Games Farm
2440,2003,Undefined Franchise,Racing,GBA,Blizzard Entertainment,Mass Media
2441,1998,FIFA,Sports,N64,EA Sports,EA Canada
2442,2012,Grand Theft Auto,Misc,PS3,Rockstar Games,Rockstar North
2443,2003,Frogger,Platform,PS2,Konami,Konami
2444,2009,Borderlands,Shooter,PS3,2K Games,Gearbox Software
2445,2009,Undefined Franchise,Adventure,Wii,Destineer,Destineer
2446,2010,Undefined Franchise,Simulation,Wii,Zoo Games,Zoo Games
2447,2009,Undefined Franchise,Misc,Wii,Namco Bandai,Bandai Namco Games
2448,2006,Undefined Franchise,Role-Playing,PSP,Warner Bros. Interactive,Snowblind Studios
2449,2009,Undefined Franchise,Misc,PS2,Valcon Games,Mad Monkey Studio
2450,2006,SingStar,Misc,PS2,Sony Computer Entertainment,SCEE London Studio
2451,2009,Monster Hunter,Role-Playing,PSP,Capcom,Capcom Production Studio 1
2452,2005,Undefined Franchise,Sports,GBA,THQ,Independent Arts Software GmbH
2453,2008,Undefined Franchise,Puzzle,DS,Zoo Games,07th Expansion
2454,2008,Grand Theft Auto,Action,XBL,Rockstar Games,Rockstar North
2455,2012,Undefined Franchise,Misc,3DS,Arc System Works,nan
2456,2011,Dynasty Warriors,Action,PS3,KOEI,Omega Force
2457,1987,Mega Man,Platform,NES,Capcom,Capcom
2458,2001,Undefined Franchise,Sports,PS2,Sony Computer Entertainment,989 Sports
2459,2004,Undefined Franchise,Platform,GBA,Global Star Software,Vicarious Visions
2460,2003,Undefined Franchise,Platform,GBA,Midway Games,Raylight Studios
2461,2006,Undefined Franchise,Shooter,XB,Groove Games,Digital Extremes
2462,2005,Gundam,Action,PS2,Bandai,Namco
2463,2010,Undefined Franchise,Racing,X360,Disney Interactive Studios,Black Rock Studio
2464,2008,Undefined Franchise,Adventure,PC,Her Interactive,Her Interactive
2465,2004,Undefined Franchise,Role-Playing,XB,Electronic Arts,EA Redwood Shores
2466,2018,Undefined Franchise,Action-Adventure,PS4,Gearbox Software,Holospark
2467,2008,Undefined Franchise,Simulation,DS,Namco Bandai,NanaOn-Sha
2468,2018,Undefined Franchise,Role-Playing,PC,nan,07th Expansion
2469,2003,Undefined Franchise,Action,PS2,THQ,VIS Entertainment
2470,2018,Undefined Franchise,Visual Novel,PSV,04-Aug,07th Expansion
2471,2008,Undefined Franchise,Shooter,X360,THQ,Kaos Studios
2472,2014,Undefined Franchise,Role-Playing,3DS,Atlus,Atlus
2473,2008,Undefined Franchise,Simulation,Wii,Destineer,Black Lantern Studios
2474,2014,Assassin's Creed,Action,PC,Ubisoft,Ubisoft Montreal
