Rank,Name,basename,Platform,Publisher,Developer,Year,Estimated_Sales
2836,NFL GameDay,nfl-gameday,PS,Sony Computer Entertainment,Sony Interactive Studios America,1996.0,0.85
2837,Town of Salem,town-of-salem,PC,,BlankMediaGames,1996.0,0.85
2838,Burnout 2: Point of Impact,burnout-2-point-of-impact,PS2,Acclaim Entertainment,Criterion Games,2002.0,0.85
2839,The House of the Dead: Overkill,the-house-of-the-dead-overkill,Wii,Sega,Headstrong Games,2009.0,0.85
2840,Street Fighter EX3,street-fighter-ex3,PS2,Capcom,Arika,2000.0,0.85
2841,Darksiders II,darksiders-ii,PS3,THQ,Vigil Games,2012.0,0.85
2842,Ghostbusters: The Video Game,ghostbusters-the-video-game,PS3,Atari,Terminal Reality,2009.0,0.84
2843,Spider-Man 2,spider-man-2,GC,Activision,Treyarch,2004.0,0.84
2844,Sniper Elite V2,sniper-elite-v2,X360,505 Games,Rebellion Developments,2012.0,0.84
2845,Xenoblade Chronicles X,xenoblade-chronicles-x,WiiU,Nintendo,Monolith Soft,2015.0,0.84
2846,NBA 2K10,nba-2k10,PS3,2K Sports,Visual Concepts,2009.0,0.84
2847,SUPERHOT,superhot,PC,SUPERHOT Team,SUPERHOT Team,2016.0,0.84
2848,The Incredibles,the-incredibles,GC,THQ,Heavy Iron Studios,2004.0,0.84
2849,Skate 2,skate-2,PS3,Electronic Arts,EA Black Box,2009.0,0.84
2850,Petz Dogz Fashion,petz-dogz-fashion,DS,Ubisoft,Ubisoft,2008.0,0.84
2851,ATV Quad Power Racing 2,atv-quad-power-racing-2,PS2,Acclaim Entertainment,Climax Entertainment,2003.0,0.84
2852,Lego Batman 3: Beyond Gotham,lego-batman-3-beyond-gotham,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,2014.0,0.84
2853,ZombiU,zombiu,WiiU,Ubisoft,Ubisoft Montpellier,2012.0,0.84
2854,Rocket Power: Team Rocket Rescue,rocket-power-team-rocket-rescue,PS,THQ,Darkblack,2001.0,0.84
2855,Madden NFL 09 All-Play,madden-nfl-09-all-play,Wii,EA Sports,EA Tiburon,2008.0,0.84
2856,Big Mutha Truckers,big-mutha-truckers,PS2,THQ,Eutechnyx,2003.0,0.84
2857,Harry Potter and the Order of the Phoenix,harry-potter-and-the-order-of-the-phoenix,DS,Electronic Arts,Visual Impact,2007.0,0.84
2858,Rogue Galaxy,rogue-galaxy,PS2,Sony Computer Entertainment,Level 5,2007.0,0.84
2859,Street Fighter X Tekken,street-fighter-x-tekken,PS3,Capcom,Capcom,2012.0,0.84
2860,MLB 13: The Show,mlb-13-the-show,PS3,Sony Computer Entertainment,SCE San Diego Studio,2013.0,0.84
2861,ESPN College Hoops 2K5,espn-college-hoops-2k5,PS2,Sega,Visual Concepts,2004.0,0.84
2862,Blazing Angels: Squadrons of WWII,blazing-angels-squadrons-of-wwii,Wii,Ubisoft,Ubisoft Romania,2007.0,0.84
2863,Metroid: Zero Mission,metroid-zero-mission,GBA,Nintendo,Nintendo R&D1,2004.0,0.84
2864,Ben 10: Protector of Earth,ben-10-protector-of-earth,PS2,D3 Publisher,High Voltage Software,2007.0,0.84
2865,Q*bert,qbert,PS,Hasbro Interactive,Artech Digital Entertainment,1999.0,0.84
2866,NCAA Football 12,ncaa-football-12,PS3,EA Sports,EA Tiburon,2011.0,0.83
2867,Forza Horizon 2,forza-horizon-2,X360,Microsoft Studios,Sumo Digital,2014.0,0.83
2868,Dead Cells,dead-cells,PC,Motion Twin,Motion Twin,2017.0,0.83
2869,Madden NFL 25,madden-nfl-25,XOne,EA Sports,EA Tiburon,2013.0,0.83
2870,DJ Hero 2,dj-hero-2,X360,Activision,FreeStyle Games,2010.0,0.83
2871,Call of Duty: Modern Warfare 3,call-of-duty-modern-warfare-3,Wii,Activision,Infinity Ward,2011.0,0.83
2872,Ace Combat 3: Electrosphere,ace-combat-3-electrosphere,PS,Namco,Namco,2000.0,0.83
2873,Time Crisis 4,time-crisis-4,PS3,Namco Bandai,Bandai Namco Games,2007.0,0.83
2874,Dynasty Warriors 2,dynasty-warriors-2,PS2,KOEI,Omega Force,2000.0,0.83
2875,Need for Speed: Nitro,need-for-speed-nitro,Wii,Electronic Arts,EA Montreal,2009.0,0.83
2876,Duke Nukem Forever,duke-nukem-forever,X360,2K Games,Gearbox Software,2011.0,0.83
2877,Madden NFL 07,madden-nfl-07,PSP,EA Sports,EA Tiburon,2006.0,0.83
2878,Stranglehold,stranglehold,X360,Midway Games,Midway Games,2007.0,0.83
2879,Metal Gear Solid V: The Phantom Pain,metal-gear-solid-v-the-phantom-pain,XOne,Konami Digital Entertainment,Kojima Productions,2015.0,0.83
2880,Tiger Woods PGA Tour 11,tiger-woods-pga-tour-11,PS3,EA Sports,EA Tiburon,2010.0,0.83
2881,Dragon Age II,dragon-age-ii,PS3,Electronic Arts,BioWare Corp.,2011.0,0.83
2882,Lizzie McGuire 2: Lizzie Diaries,lizzie-mcguire-2-lizzie-diaries,GBA,Disney Interactive Studios,Artificial Mind and Movement,2004.0,0.83
2883,WWE SmackDown vs. Raw 2009,wwe-smackdown-vs-raw-2009,Wii,THQ,Yuke's Media Creations,2008.0,0.83
2884,FIFA Soccer World Championship,fifa-soccer-world-championship,PS2,EA Sports,EA Sports,2000.0,0.83
2885,Brute Force,brute-force,XB,Microsoft Game Studios,Digital Anvil,2003.0,0.83
2886,Rayman Origins,rayman-origins,Wii,Ubisoft,Ubisoft,2011.0,0.83
2887,Sniper: Ghost Warrior,sniper-ghost-warrior,PS3,City Interactive,City Interactive,2011.0,0.83
2888,Scooby-Doo! First Frights,scooby-doo-first-frights,DS,Warner Bros. Interactive,Torus Games,2009.0,0.83
2889,Yu-Gi-Oh! Dark Duel Stories,yu-gi-oh-dark-duel-stories,GB,Konami,KCEJ,2002.0,0.83
2890,The Game of Life,the-game-of-life,PS,Hasbro Interactive,Double Helix Games,1998.0,0.83
2891,Dance Central 3,dance-central-3,X360,Microsoft,Harmonix Music Systems,2012.0,0.83
2892,Mega Man Legends,mega-man-legends,PS,Capcom,Capcom,1998.0,0.83
2893,Sly 3: Honor Among Thieves,sly-3-honor-among-thieves,PS2,Sony Computer Entertainment,Sucker Punch,2005.0,0.83
2894,Dragon Ball: Raging Blast 2,dragon-ball-raging-blast-2,PS3,Namco Bandai,Spike,2010.0,0.83
2895,Twisted Metal (2012),twisted-metal-2012,PS3,Sony Computer Entertainment,Eat Sleep Play,2012.0,0.83
2896,MLB SlugFest 20-03,mlb-slugfest-20-03,PS2,Midway Games,Gratuitous Games,2002.0,0.83
2897,Guitar Hero Live,guitar-hero-live,XOne,Activision,FreeStyleGames,2015.0,0.83
2898,Assetto Corsa,assetto-corsa,PC,Kunos Simulazioni,Kunos Simulazioni,2014.0,0.83
2899,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,X360,2K Games,Firaxis Games,2008.0,0.83
2900,MediEvil,medievil,PS,Sony Computer Entertainment,SCEE Cambridge,1998.0,0.83
2901,Casper,casper,PS,Interplay,Funcom,1996.0,0.83
2902,Dragon Ball: Xenoverse,dragon-ball-xenoverse,PC,Namco Bandai Games,Dimps Corporation,2015.0,0.82
2903,Harvest Moon: Tree of Tranquility,harvest-moon-tree-of-tranquility,Wii,Natsume,Runtime,2008.0,0.82
2904,James Bond 007: Nightfire,james-bond-007-nightfire,XB,Electronic Arts,Eurocom Entertainment Software,2002.0,0.82
2905,Tony Hawk's Underground 2 Remix,tony-hawks-underground-2-remix,PSP,Activision,Shaba Games,2005.0,0.82
2906,Marvel: Ultimate Alliance,marvel-ultimate-alliance,PS2,Activision,Raven Software,2006.0,0.82
2907,Tony Hawk's Pro Skater 3,tony-hawks-pro-skater-3,GC,Activision,Neversoft Entertainment,2001.0,0.82
2908,FIFA 17,fifa-17,X360,Electronic Arts,EA Canada,2016.0,0.82
2909,Karaoke Revolution Glee,karaoke-revolution-glee,Wii,Konami,Blitz Games,2010.0,0.82
2910,I Spy: Fun House,i-spy-fun-house,DS,Scholastic Inc.,Big Blue Bubble Inc.,2007.0,0.82
2911,Need for Speed: Hot Pursuit 2,need-for-speed-hot-pursuit-2,XB,Electronic Arts,EA Black Box,2002.0,0.82
2912,The Price is Right,the-price-is-right,Wii,Ubisoft,Ludia Inc.,2008.0,0.82
2913,Clu Clu Land,clu-clu-land,NES,Nintendo,Nintendo R&D1,1985.0,0.82
2914,Killer Instinct Gold,killer-instinct-gold,N64,Nintendo,Rare Ltd.,1996.0,0.82
2915,Amped: Freestyle Snowboarding,amped-freestyle-snowboarding,XB,Microsoft,Indie Built,2001.0,0.82
2916,MediEvil: Resurrection,medievil-resurrection,PSP,Sony Computer Entertainment,SCEE,2005.0,0.82
2917,Custer's Revenge,custers-revenge,2600,Mystique,Mystique,1982.0,0.82
2918,Rocket Power: Beach Bandits,rocket-power-beach-bandits,PS2,THQ,Evolution Games,2002.0,0.82
2919,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,PS3,Warner Bros. Interactive,Snowblind Studios,2011.0,0.82
2920,Patapon,patapon,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,2008.0,0.82
2921,The Crew 2,the-crew-2,PS4,Ubisoft,Ivory Tower,2018.0,0.82
2922,Pro Evolution Soccer 2016,pro-evolution-soccer-2016,PS4,Konami Digital Entertainment,PES Productions,2015.0,0.82
2923,The Walking Dead: A Telltale Games Series,the-walking-dead-a-telltale-games-series,PS3,Telltale Games,Telltale Games,2012.0,0.82
2924,Shin Megami Tensei: Persona 4,shin-megami-tensei-persona-4,PS2,Atlus,Atlus,2008.0,0.82
2925,EA Sports Active NFL Training Camp,ea-sports-active-nfl-training-camp,Wii,EA Sports,EA Vancouver,2010.0,0.82
2926,Professor Layton vs Ace Attorney,professor-layton-vs-ace-attorney,3DS,Nintendo,Level 5,2014.0,0.82
2927,theHunter: Call of the Wild,thehunter-call-of-the-wild,PC,Maximum Games,Expansive Worlds,2017.0,0.82
2928,Dragon Quest III,dragon-quest-iii,GB,Enix,TOSE,2001.0,0.81
2929,Ready 2 Rumble Boxing: Round 2,ready-2-rumble-boxing-round-2,PS2,Midway Games,Midway Games,2000.0,0.81
2930,Kamaitachi no Yoru,kamaitachi-no-yoru,SNES,ChunSoft,ChunSoft,1994.0,0.81
2931,Imagine: Rock Star,imagine-rock-star,DS,Ubisoft,Gevo Entertainment,2008.0,0.81
2932,Yokai Watch 3: Sukiyaki,yokai-watch-3-sukiyaki,3DS,Nintendo,Level 5,2019.0,0.81
2933,Tales of Destiny II,tales-of-destiny-ii,PS,Namco,Telenet Japan / Wolfteam,2001.0,0.81
2934,Super Bomberman 2,super-bomberman-2,SNES,Hudson Soft,Produce!,1994.0,0.81
2935,NASCAR 2001,nascar-2001,PS,EA Sports,EA Black Box,2000.0,0.81
2936,DmC Devil May Cry,dmc-devil-may-cry,PS3,Capcom,Ninja Theory,2013.0,0.81
2937,The Legend of Zelda: Four Swords Adventures,the-legend-of-zelda-four-swords-adventures,GC,Nintendo,Nintendo EAD,2004.0,0.81
2938,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,jikkyou-powerful-pro-yakyuu-99-kaimakuban,PS,Konami,Diamond Head,1999.0,0.81
2939,Valkyrie Profile,valkyrie-profile,PS,Enix,tri-Ace,2000.0,0.81
2940,Shaun White Snowboarding,shaun-white-snowboarding,X360,Ubisoft,Ubisoft Montreal,2008.0,0.81
2941,Final Fantasy Type-0,final-fantasy-type-0,PSP,Square Enix,Square Enix,2020.0,0.81
2942,Raft,raft,PC,,Redbeet Interactive,2020.0,0.81
2943,Madden NFL 16,madden-nfl-16,PS3,EA Sports,EA Tiburon,2015.0,0.81
2944,Army Men: Sarge's Heroes,army-men-sarges-heroes,N64,3DO,3DO,1999.0,0.81
2945,Empire: Total War,empire-total-war,PC,Sega,The Creative Assembly,2009.0,0.81
2946,Football Manager 2015,football-manager-2015,PC,Sega,Sports Interactive,2014.0,0.81
2947,Mega Man,mega-man,NES,Capcom,Capcom,1987.0,0.81
2948,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,X360,Konami,Konami,2009.0,0.81
2949,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below,PS4,Square Enix,Square Enix,2015.0,0.81
2950,LEGO Dimensions,lego-dimensions,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,2015.0,0.81
2951,Tom Clancy's Rainbow Six 3,tom-clancys-rainbow-six-3,PS2,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,2004.0,0.81
2952,Disney's The Little Mermaid: Ariel's Undersea Adventure,disneys-the-little-mermaid-ariels-undersea-adventure,DS,Buena Vista,Gorilla Systems,2006.0,0.81
2953,Battle of Giants: Dinosaurs,battle-of-giants-dinosaurs,DS,Ubisoft,Ubisoft Quebec,2008.0,0.81
2954,SingStar Vol. 2,singstar-vol-2,PS3,Sony Computer Entertainment,SCEE London Studio,2008.0,0.81
2955,NCAA Football 10,ncaa-football-10,PS3,EA Sports,EA Tiburon,2009.0,0.81
2956,Professor Layton and the Azran Legacy,professor-layton-and-the-azran-legacy,3DS,Nintendo,Level 5,2014.0,0.81
2957,EarthBound,earthbound,SNES,Nintendo,Ape Studios / HAL Laboratory,1995.0,0.81
2958,Need for Speed Rivals,need-for-speed-rivals,X360,Electronic Arts,Ghost Games,2013.0,0.81
2959,The Next Tetris,the-next-tetris,PS,Atari,Blue Planet Software,1999.0,0.81
2960,Guitar Hero: Warriors of Rock,guitar-hero-warriors-of-rock,PS3,Activision,Neversoft Entertainment,2010.0,0.81
2961,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,world-soccer-jikkyou-winning-eleven-3-world-cup-france-98,PS,Konami,Konami,1998.0,0.81
2962,Poly Bridge,poly-bridge,PC,Dry Cactus Limited,Dry Cactus Limited,1998.0,0.81
2963,Final Fantasy XI: Wings of the Goddess,final-fantasy-xi-wings-of-the-goddess,PS2,Square Enix,Square Enix,2007.0,0.81
2964,The Sims 2,the-sims-2,PS2,Electronic Arts,Maxis,2005.0,0.81
2965,Golden Sun: Dark Dawn,golden-sun-dark-dawn,DS,Nintendo,Camelot Software Planning,2010.0,0.81
2966,Who Wants to be a Millionaire,who-wants-to-be-a-millionaire,PS,Eidos Interactive,Hothouse Creations,2000.0,0.8
2967,BeamNG.drive,beamngdrive,PC,,BeamNG,2000.0,0.8
2968,Ben 10: Alien Force,ben-10-alien-force,Wii,D3 Publisher,Monkey Bar Games,2008.0,0.8
2969,Star Wars Rogue Squadron III: Rebel Strike,star-wars-rogue-squadron-iii-rebel-strike,GC,LucasArts,Factor 5,2003.0,0.8
2970,Moto Racer,moto-racer,PS,Electronic Arts,Delphine Software International,1997.0,0.8
2971,Hitman: Contracts,hitman-contracts,PS2,Eidos Interactive,IO Interactive,2004.0,0.8
2972,The 7th Guest,the-7th-guest,PC,Virgin Interactive,Trilobyte,1993.0,0.8
2973,Deca Sports 2,deca-sports-2,Wii,Hudson Soft,Hudson Soft,2009.0,0.8
2974,Final Fantasy Anthology,final-fantasy-anthology,PS,Square EA,SquareSoft,1999.0,0.8
2975,DiRT 2,dirt-2,X360,Codemasters,Codemasters,2009.0,0.8
2976,Star Wars The Clone Wars: Republic Heroes,star-wars-the-clone-wars-republic-heroes,Wii,LucasArts,Krome Studios,2009.0,0.8
2977,The Sims 2: Pets,the-sims-2-pets,PSP,Electronic Arts,Maxis,2006.0,0.8
2978,Tom Clancy's Ghost Recon Advanced Warfighter,tom-clancys-ghost-recon-advanced-warfighter,X360,Ubisoft,Ubisoft Paris,2006.0,0.8
2979,Pro Evolution Soccer 2010,pro-evolution-soccer-2010,PSP,Konami,Konami,2009.0,0.8
2980,Prince of Persia: Warrior Within,prince-of-persia-warrior-within,XB,Ubisoft,Ubisoft Montreal,2004.0,0.8
2981,Mario & Sonic at the Sochi 2014 Olympic Winter Games,mario-amp-sonic-at-the-sochi-2014-olympic-winter-games,WiiU,Nintendo,Sega Sports R&D,2013.0,0.8
2982,Rhythm Heaven Megamix,rhythm-heaven-megamix,3DS,Nintendo,Nintendo,2016.0,0.8
2983,Guitar Hero: Metallica,guitar-hero-metallica,X360,Activision,Neversoft Entertainment,2009.0,0.8
2984,Hasbro Family Game Night 3,hasbro-family-game-night-3,Wii,Electronic Arts,EA Bright Light,2010.0,0.8
2985,The Amazing Spider-Man (2012),the-amazing-spider-man-2012,PS3,Activision,Beenox,2012.0,0.8
2986,Super Robot Taisen Î±,super-robot-taisen-amp945,PS,Banpresto,Banpresto,2000.0,0.8
2987,WWE 2K15,wwe-2k15,PS3,2K Sports,Visual Concepts,2014.0,0.8
2988,Need for Speed: Hot Pursuit 2,need-for-speed-hot-pursuit-2,GC,Electronic Arts,EA Seattle,2002.0,0.8
2989,PES 2009: Pro Evolution Soccer,pes-2009-pro-evolution-soccer,PSP,Konami,Konami,2008.0,0.8
2990,Tales of Destiny 2,tales-of-destiny-2,PS2,Namco,Telenet Japan / Wolteam,2002.0,0.8
2991,Capcom's Soccer Shootout,capcoms-soccer-shootout,SNES,Capcom,Capcom,1994.0,0.8
2992,Deadlight,deadlight,PC,Microsoft Studios,Tequila Works,2012.0,0.8
2993,Rayman Raving Rabbids 2,rayman-raving-rabbids-2,DS,Ubisoft,Ubisoft Paris,2007.0,0.8
2994,Alien,alien,2600,20th Century Fox Video Games,20th Century Fox Video Games,1982.0,0.79
2995,Dragon's Dogma,dragons-dogma,X360,Capcom,Capcom,2012.0,0.79
2996,Invizimals,invizimals,PSP,Sony Computer Entertainment,Novarama,2010.0,0.79
2997,Guitar Hero: Aerosmith,guitar-hero-aerosmith,PS2,Activision,BudCat Creations,2008.0,0.79
2998,Assassin's Creed The Ezio Collection,assassins-creed-the-ezio-collection,PS4,Ubisoft,Ubisoft,2016.0,0.79
2999,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,PSP,Konami,Konami,2010.0,0.79
3000,The Sims 2: Castaway,the-sims-2-castaway,PSP,Electronic Arts,Maxis,2007.0,0.79
3001,Ridge Racer,ridge-racer,PS,Namco,Namco,1995.0,0.79
3002,All Star Cheer Squad,all-star-cheer-squad,Wii,THQ,Gorilla Systems,2008.0,0.79
3003,Dead Island: Riptide,dead-island-riptide,X360,Deep Silver,Techland,2013.0,0.79
3004,Harvest Moon: A Wonderful Life,harvest-moon-a-wonderful-life,GC,Natsume,Marvelous Interactive,2004.0,0.79
3005,Momotarou Dentetsu 7,momotarou-dentetsu-7,PS,Hudson Entertainment,Hudson Soft,1997.0,0.79
3006,Darksiders II,darksiders-ii,X360,THQ,Vigil Games,2012.0,0.79
3007,Motocross Mania,motocross-mania,PS,Take-Two Interactive,Deibus Studios,2001.0,0.79
3008,Prototype 2,prototype-2,X360,Activision,Radical Entertainment,2012.0,0.79
3009,NBA 2K16,nba-2k16,PS3,2K Sports,Visual Concepts,2015.0,0.79
3010,Band Hero,band-hero,X360,Activision,Neversoft Entertainment,2009.0,0.79
3011,Football Manager 2014,football-manager-2014,PC,Sega,Sports Interactive,2013.0,0.79
3012,Mega Man 5,mega-man-5,NES,Capcom,Capcom,1992.0,0.79
3013,WCW Mayhem,wcw-mayhem,N64,Electronic Arts,Kodiak Interactive,1999.0,0.79
3014,Dragon Quest Monsters 2,dragon-quest-monsters-2,3DS,Square Enix,TOSE Software,2014.0,0.79
3015,Dance Dance Revolution SuperNOVA 2,dance-dance-revolution-supernova-2,PS2,Konami,Konami Computer Entertainment Tokyo,2007.0,0.79
3016,Armored Core 2,armored-core-2,PS2,Agetec,From Software,2000.0,0.79
3017,The Godfather II,the-godfather-ii,X360,Electronic Arts,EA Redwood Shores,2009.0,0.79
3018,Nidhogg,nidhogg,PC,Messhof,Messhof,2014.0,0.79
3019,Major League Baseball Featuring Ken Griffey Jr,major-league-baseball-featuring-ken-griffey-jr,N64,Nintendo,Angel Studios,1998.0,0.79
3020,Northgard,northgard,PC,,Shiro Games,1998.0,0.79
3021,NCAA Football 08,ncaa-football-08,PS2,Electronic Arts,EA Tiburon,2007.0,0.79
3022,Star Ocean: The Last Hope,star-ocean-the-last-hope,X360,Square Enix,tri-Ace,2009.0,0.79
3023,FIFA Soccer 2004,fifa-soccer-2004,XB,EA Sports,EA Canada,2003.0,0.79
3024,Final Fantasy XIV: A Realm Reborn,final-fantasy-xiv-a-realm-reborn,PS4,Square Enix,Square Enix,2014.0,0.79
3025,Red Faction: Armageddon,red-faction-armageddon,PC,THQ,Volition Inc.,2011.0,0.79
3026,MadWorld,madworld,Wii,Sega,PlatinumGames,2009.0,0.78
3027,Tiger Woods PGA Tour 10,tiger-woods-pga-tour-10,PS3,EA Sports,EA Tiburon,2009.0,0.78
3028,Destiny: The Collection,destiny-the-collection,PS4,Activision,Bungie,2016.0,0.78
3029,Shadow of the Tomb Raider,shadow-of-the-tomb-raider,XOne,Square Enix,Eidos Montreal,2018.0,0.78
3030,Too Human,too-human,X360,Microsoft Game Studios,Silicon Knights,2008.0,0.78
3031,Fight Night Champion,fight-night-champion,X360,EA Sports,EA Canada,2011.0,0.78
3032,DJ Hero 2,dj-hero-2,PS3,Activision,FreeStyle Games,2010.0,0.78
3033,Yars' Revenge,yars-revenge,2600,Atari,Atari,1982.0,0.78
3034,Aliens: Colonial Marines,aliens-colonial-marines,X360,Sega,Gearbox Software,2013.0,0.78
3035,Personal Trainer: Walking,personal-trainer-walking,DS,Nintendo,Creatures Inc.,2009.0,0.78
3036,LEGO Jurassic World,lego-jurassic-world,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,2015.0,0.78
3037,Secret Agent Barbie: Royal Jewels Mission,secret-agent-barbie-royal-jewels-mission,GBA,VU Games,Digital Illusions,2002.0,0.78
3038,The World Ends With You,the-world-ends-with-you,DS,Square Enix,Square Enix,2008.0,0.78
3039,Star Wars: The Force Unleashed II,star-wars-the-force-unleashed-ii,Wii,LucasArts,LucasArts,2010.0,0.78
3040,Doom,doom,PS,GT Interactive,Williams Entertainment Inc.,1995.0,0.78
3041,Naruto Shippuden: Ultimate Ninja Storm 2,naruto-shippuden-ultimate-ninja-storm-2,X360,Namco Bandai,CyberConnect2,2010.0,0.78
3042,Buzz! The Hollywood Quiz,buzz-the-hollywood-quiz,PS2,Sony Computer Entertainment,Relentless Software,2008.0,0.78
3043,Tom Clancy's Splinter Cell: Double Agent,tom-clancys-splinter-cell-double-agent,X360,Ubisoft,Ubisoft Shanghai,2006.0,0.78
3044,DJ Hero,dj-hero,Wii,Activision,FreeStyleGames,2009.0,0.78
3045,Sid Meier's Civilization Revolution,sid-meiers-civilization-revolution,PS3,2K Games,Firaxis Games,2008.0,0.78
3046,New Super Mario Bros. 2,new-super-mario-bros-2,3DS,Nintendo,Nintendo EAD,2008.0,0.78
3047,Star Wars The Clone Wars: Jedi Alliance,star-wars-the-clone-wars-jedi-alliance,DS,LucasArts,Krome Studios,2008.0,0.78
3048,Marvel vs. Capcom: Clash of Super Heroes,marvel-vs-capcom-clash-of-super-heroes,PS,Capcom,Capcom,2000.0,0.78
3049,Drawn to Life,drawn-to-life,DS,THQ,5TH Cell,2007.0,0.78
3050,Battle Stations,battle-stations,PS,Electronic Arts,Realtime Associates,1997.0,0.78
3051,Rayman Origins,rayman-origins,X360,Ubisoft,Ubisoft,2011.0,0.78
3052,Goldeneye 007: Reloaded,goldeneye-007-reloaded,PS3,Activision,Eurocom,2011.0,0.78
3053,F1 2016,f1-2016,PS4,Codemasters,Codemasters,2017.0,0.78
3054,Rare Replay,rare-replay,XOne,Microsoft Studios,Rare Ltd.,2015.0,0.78
3055,Need for Speed: ProStreet,need-for-speed-prostreet,PSP,Electronic Arts,EA Black Box,2008.0,0.78
3056,NBA 2K7,nba-2k7,PS2,2K Sports,Visual Concepts,2006.0,0.78
3057,Torneko no Daibouken: Fushigi no Dungeon,torneko-no-daibouken-fushigi-no-dungeon,SNES,ChunSoft,ChunSoft,1993.0,0.78
3058,Jr. Pac-Man,jr-pac-man,2600,Atari,General Entertainment,1984.0,0.78
3059,James Bond 007: Nightfire,james-bond-007-nightfire,GC,Electronic Arts,Eurocom Entertainment Software,2002.0,0.78
3060,Mass Effect: Andromeda,mass-effect-andromeda,XOne,Electronic Arts,BioWare Corp.,2017.0,0.78
3061,Hitman,hitman,PS4,Square Enix,IO Interactive,2017.0,0.78
3062,Dragon Age: Inquisition,dragon-age-inquisition,PC,Electronic Arts,BioWare Edmonton,2014.0,0.78
3063,NBA ShootOut 98,nba-shootout-98,PS,Sony Computer Entertainment,Sony Interactive Studios America,1998.0,0.78
3064,ABBA: You Can Dance,abba-you-can-dance,Wii,Ubisoft,Ubisoft,2011.0,0.77
